student_id,name,gender,university,degree_program,year_of_study,interests,career_goal,skill_level,location,email,gpa,preferred_mentor_location,learning_preference,mentorship_goals,preferred_communication_style,languages,available_hours
S3558,Student_3558,Female,IIT Sri Lanka,SE,1,Data Science,Security Analyst,Intermediate,Gampaha,student_3558@student.edu,2.61,same_university,reading,research_guidance,flexible,"English,Tamil",3
S3559,Student_3559,Female,NSBM,Cybersecurity,3,Business IT,Lecturer,Advanced,Colombo,student_3559@student.edu,3.79,remote_only,reading,networking,structured,"English,Sinhala",8
S3560,Student_3560,Male,IIT Sri Lanka,Cybersecurity,2,Data Science,Lecturer,Beginner,Kurunegala,student_3560@student.edu,2.79,same_university,auditory,networking,casual,"English,Tamil",6
S3561,Student_3561,Male,University of Moratuwa,SE,4,Networking,Security Analyst,Advanced,Galle,student_3561@student.edu,3.57,remote_only,visual,research_guidance,formal,"English,Sinhala",1
S3562,Student_3562,Female,University of Peradeniya,IT,4,Networking,Security Analyst,Intermediate,Kurunegala,student_3562@student.edu,2.87,any,kinesthetic,career_guidance,structured,"English,Sinhala",2
S3563,Student_3563,Male,University of Kelaniya,SE,1,Software Engineering,Data Scientist,Intermediate,Kurunegala,student_3563@student.edu,3.66,any,reading,research_guidance,casual,"English,Tamil",4
S3564,Student_3564,Male,IIT Sri Lanka,Cybersecurity,1,Networking,Software Engineer,Beginner,Colombo,student_3564@student.edu,3.39,remote_only,reading,networking,flexible,"English,Sinhala",4
S3565,Student_3565,Male,University of Moratuwa,Cybersecurity,4,Business IT,Data Scientist,Intermediate,Kurunegala,student_3565@student.edu,3.94,any,auditory,career_guidance,structured,English,4
S3566,Student_3566,Female,University of Colombo,Cybersecurity,4,Networking,Data Scientist,Intermediate,Colombo,student_3566@student.edu,2.93,same_university,kinesthetic,job_search,structured,"English,Sinhala",9
S3567,Student_3567,Female,University of Kelaniya,IT,3,AI/ML,Lecturer,Intermediate,Colombo,student_3567@student.edu,3.99,same_university,auditory,job_search,casual,"English,Sinhala",7
S3568,Student_3568,Male,University of Colombo,IT,3,Networking,Data Scientist,Intermediate,Colombo,student_3568@student.edu,2.82,same_university,kinesthetic,skill_development,structured,"English,Tamil",8
S3569,Student_3569,Female,University of Moratuwa,IT,3,Cybersecurity,Data Scientist,Intermediate,Gampaha,student_3569@student.edu,2.69,remote_only,auditory,skill_development,structured,English,8
S3570,Student_3570,Female,SLIIT,CS,2,AI/ML,Software Engineer,Advanced,Gampaha,student_3570@student.edu,3.78,same_university,auditory,skill_development,formal,"English,Tamil",4
S3571,Student_3571,Male,NSBM,Data Science,2,Software Engineering,Lecturer,Beginner,Kandy,student_3571@student.edu,3.43,same_city,visual,skill_development,flexible,"English,Tamil",3
S3572,Student_3572,Female,SLIIT,Data Science,3,Software Engineering,Lecturer,Advanced,Kurunegala,student_3572@student.edu,3.38,same_university,kinesthetic,job_search,flexible,"English,Tamil",1
S3573,Student_3573,Female,University of Colombo,SE,4,Cybersecurity,Software Engineer,Beginner,Kandy,student_3573@student.edu,3.99,same_city,kinesthetic,career_guidance,casual,"English,Sinhala",1
S3574,Student_3574,Male,SLIIT,CS,2,Software Engineering,Security Analyst,Beginner,Colombo,student_3574@student.edu,3.68,remote_only,auditory,networking,structured,English,5
S3575,Student_3575,Male,NSBM,Cybersecurity,2,Networking,Security Analyst,Beginner,Kandy,student_3575@student.edu,2.92,same_city,kinesthetic,job_search,casual,English,9
S3576,Student_3576,Female,IIT Sri Lanka,SE,1,Software Engineering,Data Scientist,Intermediate,Gampaha,student_3576@student.edu,3.06,same_university,auditory,networking,structured,English,9
S3577,Student_3577,Female,NSBM,IT,1,Networking,Software Engineer,Intermediate,Kurunegala,student_3577@student.edu,3.2,same_city,kinesthetic,research_guidance,formal,"English,Tamil",1
S3578,Student_3578,Female,University of Colombo,IT,2,Business IT,Lecturer,Beginner,Colombo,student_3578@student.edu,2.95,remote_only,reading,career_guidance,structured,English,9
S3579,Student_3579,Male,University of Peradeniya,CS,4,Networking,Data Scientist,Intermediate,Kurunegala,student_3579@student.edu,3.88,same_university,kinesthetic,networking,formal,English,5
S3580,Student_3580,Female,University of Kelaniya,SE,3,Software Engineering,Security Analyst,Intermediate,Colombo,student_3580@student.edu,2.66,any,reading,job_search,flexible,"English,Sinhala",5
S3581,Student_3581,Male,University of Moratuwa,IT,4,Networking,Security Analyst,Beginner,Kurunegala,student_3581@student.edu,2.53,remote_only,reading,networking,formal,"English,Sinhala",3
S3582,Student_3582,Female,University of Moratuwa,IT,2,Cybersecurity,Data Scientist,Intermediate,Colombo,student_3582@student.edu,3.6,same_city,reading,networking,formal,"English,Sinhala",5
S3583,Student_3583,Male,NSBM,Cybersecurity,1,Cybersecurity,Software Engineer,Advanced,Colombo,student_3583@student.edu,2.76,same_city,visual,career_guidance,flexible,"English,Sinhala",8
S3584,Student_3584,Male,University of Colombo,Data Science,1,Data Science,Lecturer,Intermediate,Galle,student_3584@student.edu,3.76,remote_only,kinesthetic,skill_development,casual,"English,Sinhala",1
S3585,Student_3585,Female,University of Moratuwa,SE,1,Data Science,Data Scientist,Intermediate,Kurunegala,student_3585@student.edu,2.63,same_university,reading,networking,casual,"English,Tamil",9
S3586,Student_3586,Female,University of Peradeniya,SE,1,Data Science,Lecturer,Beginner,Kurunegala,student_3586@student.edu,2.99,same_city,auditory,job_search,casual,English,5
S3587,Student_3587,Female,University of Colombo,Data Science,2,Cybersecurity,Lecturer,Intermediate,Kandy,student_3587@student.edu,3.8,same_city,reading,career_guidance,formal,"English,Sinhala",8
S3588,Student_3588,Female,University of Moratuwa,CS,1,Cybersecurity,Software Engineer,Beginner,Galle,student_3588@student.edu,3.42,any,reading,career_guidance,structured,English,8
S3589,Student_3589,Female,University of Colombo,Cybersecurity,1,Software Engineering,Security Analyst,Beginner,Gampaha,student_3589@student.edu,3.83,same_city,kinesthetic,skill_development,formal,"English,Sinhala",8
S3590,Student_3590,Female,University of Kelaniya,IT,2,Networking,Software Engineer,Advanced,Kandy,student_3590@student.edu,2.59,same_city,reading,networking,casual,English,7
S3591,Student_3591,Female,IIT Sri Lanka,CS,3,Software Engineering,Data Scientist,Intermediate,Gampaha,student_3591@student.edu,3.88,any,reading,skill_development,formal,"English,Sinhala",8
S3592,Student_3592,Female,University of Kelaniya,SE,4,Networking,Security Analyst,Beginner,Gampaha,student_3592@student.edu,2.56,same_city,auditory,skill_development,flexible,"English,Sinhala",8
S3593,Student_3593,Female,University of Kelaniya,Data Science,2,Networking,Data Scientist,Beginner,Gampaha,student_3593@student.edu,3.77,same_city,visual,career_guidance,casual,"English,Tamil",5
S3594,Student_3594,Male,University of Kelaniya,IT,3,AI/ML,Data Scientist,Intermediate,Gampaha,student_3594@student.edu,3.26,remote_only,auditory,career_guidance,flexible,"English,Sinhala",9
S3595,Student_3595,Female,University of Peradeniya,CS,1,AI/ML,Security Analyst,Intermediate,Kandy,student_3595@student.edu,3.32,same_city,kinesthetic,career_guidance,formal,English,4
S3596,Student_3596,Male,NSBM,Data Science,1,Cybersecurity,Security Analyst,Beginner,Colombo,student_3596@student.edu,2.62,remote_only,auditory,career_guidance,formal,"English,Sinhala",4
S3597,Student_3597,Female,University of Moratuwa,Data Science,2,Networking,Security Analyst,Intermediate,Kandy,student_3597@student.edu,2.62,any,visual,career_guidance,formal,"English,Tamil",6
S3598,Student_3598,Female,NSBM,CS,1,Business IT,Security Analyst,Beginner,Galle,student_3598@student.edu,2.95,same_university,kinesthetic,job_search,flexible,English,2
S3599,Student_3599,Male,University of Colombo,IT,3,AI/ML,Lecturer,Advanced,Kurunegala,student_3599@student.edu,3.71,same_university,kinesthetic,skill_development,casual,"English,Tamil",6
S3600,Student_3600,Male,University of Colombo,Cybersecurity,4,Business IT,Lecturer,Beginner,Kurunegala,student_3600@student.edu,2.98,remote_only,reading,networking,casual,"English,Tamil",2
S3601,Student_3601,Female,NSBM,CS,1,Networking,Software Engineer,Advanced,Galle,student_3601@student.edu,3.02,any,auditory,networking,structured,"English,Tamil",3
S3602,Student_3602,Female,NSBM,Cybersecurity,4,Cybersecurity,Security Analyst,Beginner,Colombo,student_3602@student.edu,2.58,any,visual,career_guidance,flexible,"English,Sinhala",2
S3603,Student_3603,Female,IIT Sri Lanka,IT,1,Cybersecurity,Security Analyst,Intermediate,Kandy,student_3603@student.edu,2.8,same_city,reading,career_guidance,casual,"English,Tamil",4
S3604,Student_3604,Male,SLIIT,Cybersecurity,2,AI/ML,Security Analyst,Advanced,Galle,student_3604@student.edu,2.84,same_city,auditory,career_guidance,formal,"English,Sinhala",3
S3605,Student_3605,Male,University of Moratuwa,IT,1,Data Science,Data Scientist,Beginner,Colombo,student_3605@student.edu,3.82,same_university,reading,skill_development,casual,"English,Tamil",2
S3606,Student_3606,Male,University of Peradeniya,Cybersecurity,2,AI/ML,Security Analyst,Intermediate,Gampaha,student_3606@student.edu,2.68,same_university,auditory,job_search,structured,"English,Sinhala",3
S3607,Student_3607,Female,University of Moratuwa,CS,1,Business IT,Software Engineer,Advanced,Gampaha,student_3607@student.edu,2.62,remote_only,reading,networking,casual,"English,Sinhala",6
S3608,Student_3608,Male,University of Kelaniya,SE,1,Data Science,Software Engineer,Intermediate,Kandy,student_3608@student.edu,3.57,same_university,auditory,career_guidance,structured,"English,Sinhala",2
S3609,Student_3609,Male,University of Kelaniya,IT,1,Cybersecurity,Software Engineer,Beginner,Gampaha,student_3609@student.edu,2.87,same_city,kinesthetic,skill_development,structured,English,7
S3610,Student_3610,Male,NSBM,SE,1,Data Science,Security Analyst,Intermediate,Gampaha,student_3610@student.edu,2.75,any,visual,job_search,formal,"English,Sinhala",8
S3611,Student_3611,Male,IIT Sri Lanka,Cybersecurity,3,Data Science,Data Scientist,Intermediate,Kandy,student_3611@student.edu,3.9,same_city,auditory,research_guidance,flexible,"English,Sinhala",6
S3612,Student_3612,Male,University of Colombo,SE,3,Data Science,Software Engineer,Beginner,Galle,student_3612@student.edu,3.3,same_university,reading,career_guidance,casual,"English,Tamil",9
S3613,Student_3613,Female,University of Peradeniya,CS,4,AI/ML,Security Analyst,Beginner,Galle,student_3613@student.edu,3.07,remote_only,kinesthetic,job_search,flexible,"English,Sinhala",1
S3614,Student_3614,Female,University of Colombo,IT,4,Data Science,Lecturer,Advanced,Gampaha,student_3614@student.edu,3.67,same_city,kinesthetic,research_guidance,formal,"English,Tamil",4
S3615,Student_3615,Male,SLIIT,IT,4,Software Engineering,Data Scientist,Advanced,Gampaha,student_3615@student.edu,3.93,remote_only,visual,networking,formal,"English,Tamil",2
S3616,Student_3616,Female,NSBM,SE,1,Cybersecurity,Security Analyst,Intermediate,Gampaha,student_3616@student.edu,3.14,same_university,reading,career_guidance,casual,"English,Tamil",6
S3617,Student_3617,Male,University of Colombo,CS,4,Software Engineering,Data Scientist,Beginner,Kandy,student_3617@student.edu,3.58,same_city,kinesthetic,career_guidance,formal,"English,Tamil",7
S3618,Student_3618,Female,University of Colombo,CS,4,Networking,Data Scientist,Advanced,Colombo,student_3618@student.edu,3.96,remote_only,kinesthetic,job_search,casual,"English,Tamil",4
S3619,Student_3619,Male,IIT Sri Lanka,Cybersecurity,4,Networking,Software Engineer,Beginner,Kandy,student_3619@student.edu,2.95,same_city,reading,job_search,casual,English,9
S3620,Student_3620,Female,University of Moratuwa,CS,3,Data Science,Security Analyst,Intermediate,Colombo,student_3620@student.edu,2.73,same_university,auditory,career_guidance,structured,"English,Tamil",3
S3621,Student_3621,Female,University of Moratuwa,SE,1,Networking,Security Analyst,Intermediate,Gampaha,student_3621@student.edu,3.81,remote_only,visual,skill_development,structured,"English,Sinhala",7
S3622,Student_3622,Male,University of Peradeniya,SE,1,Data Science,Data Scientist,Beginner,Colombo,student_3622@student.edu,2.74,any,reading,skill_development,structured,"English,Sinhala",3
S3623,Student_3623,Male,University of Colombo,CS,2,Data Science,Lecturer,Advanced,Galle,student_3623@student.edu,3.35,remote_only,kinesthetic,skill_development,structured,English,6
S3624,Student_3624,Female,University of Kelaniya,Data Science,4,Networking,Data Scientist,Advanced,Colombo,student_3624@student.edu,2.5,same_university,auditory,job_search,casual,"English,Tamil",4
S3625,Student_3625,Male,NSBM,IT,1,Data Science,Data Scientist,Intermediate,Kurunegala,student_3625@student.edu,3.78,same_university,kinesthetic,networking,formal,English,8
S3626,Student_3626,Female,IIT Sri Lanka,IT,4,Networking,Software Engineer,Advanced,Gampaha,student_3626@student.edu,2.99,any,auditory,job_search,flexible,English,7
S3627,Student_3627,Female,NSBM,CS,3,Business IT,Data Scientist,Beginner,Gampaha,student_3627@student.edu,3.88,same_university,reading,job_search,formal,"English,Tamil",6
S3628,Student_3628,Female,University of Peradeniya,Cybersecurity,4,AI/ML,Data Scientist,Intermediate,Gampaha,student_3628@student.edu,3.31,remote_only,auditory,skill_development,casual,"English,Tamil",1
S3629,Student_3629,Male,University of Colombo,Data Science,4,Networking,Security Analyst,Beginner,Galle,student_3629@student.edu,3.87,any,visual,networking,casual,English,4
S3630,Student_3630,Female,University of Kelaniya,Data Science,3,Data Science,Software Engineer,Beginner,Kurunegala,student_3630@student.edu,2.81,same_university,kinesthetic,job_search,structured,"English,Sinhala",7
S3631,Student_3631,Female,University of Peradeniya,Data Science,4,Software Engineering,Security Analyst,Intermediate,Colombo,student_3631@student.edu,2.73,remote_only,kinesthetic,job_search,structured,"English,Tamil",4
S3632,Student_3632,Female,University of Kelaniya,IT,4,Cybersecurity,Lecturer,Beginner,Galle,student_3632@student.edu,2.9,any,kinesthetic,job_search,casual,"English,Tamil",9
S3633,Student_3633,Female,University of Kelaniya,IT,3,Software Engineering,Data Scientist,Beginner,Galle,student_3633@student.edu,2.53,any,reading,research_guidance,casual,English,4
S3634,Student_3634,Male,University of Colombo,SE,2,Networking,Lecturer,Advanced,Kurunegala,student_3634@student.edu,2.62,same_university,reading,career_guidance,casual,English,8
S3635,Student_3635,Male,University of Colombo,SE,2,Software Engineering,Data Scientist,Intermediate,Kandy,student_3635@student.edu,2.59,any,visual,job_search,formal,"English,Sinhala",4
S3636,Student_3636,Male,University of Colombo,Cybersecurity,1,Cybersecurity,Data Scientist,Intermediate,Kurunegala,student_3636@student.edu,3.82,same_city,visual,job_search,casual,English,6
S3637,Student_3637,Female,NSBM,Cybersecurity,1,Software Engineering,Software Engineer,Beginner,Kurunegala,student_3637@student.edu,3.62,remote_only,visual,networking,formal,"English,Sinhala",7
S3638,Student_3638,Male,SLIIT,SE,3,Networking,Security Analyst,Intermediate,Galle,student_3638@student.edu,3.41,remote_only,kinesthetic,job_search,flexible,"English,Sinhala",5
S3639,Student_3639,Male,University of Moratuwa,CS,2,Software Engineering,Lecturer,Intermediate,Colombo,student_3639@student.edu,3.83,same_city,auditory,career_guidance,casual,"English,Sinhala",5
S3640,Student_3640,Female,University of Peradeniya,IT,4,Networking,Security Analyst,Advanced,Kandy,student_3640@student.edu,3.58,same_university,reading,career_guidance,flexible,"English,Sinhala",2
S3641,Student_3641,Male,SLIIT,IT,1,Networking,Security Analyst,Advanced,Colombo,student_3641@student.edu,3.76,remote_only,kinesthetic,networking,casual,"English,Tamil",1
S3642,Student_3642,Female,NSBM,Data Science,2,Business IT,Lecturer,Intermediate,Colombo,student_3642@student.edu,3.41,same_city,auditory,research_guidance,formal,"English,Tamil",7
S3643,Student_3643,Male,University of Kelaniya,SE,4,Cybersecurity,Lecturer,Intermediate,Colombo,student_3643@student.edu,3.24,any,visual,skill_development,structured,English,8
S3644,Student_3644,Male,University of Peradeniya,Cybersecurity,4,Software Engineering,Software Engineer,Beginner,Kandy,student_3644@student.edu,2.73,same_city,visual,career_guidance,formal,English,3
S3645,Student_3645,Female,University of Moratuwa,IT,2,AI/ML,Security Analyst,Advanced,Colombo,student_3645@student.edu,3.81,any,visual,job_search,structured,English,1
S3646,Student_3646,Male,University of Moratuwa,SE,4,Business IT,Data Scientist,Intermediate,Kandy,student_3646@student.edu,2.71,same_city,auditory,career_guidance,structured,"English,Tamil",8
S3647,Student_3647,Male,University of Kelaniya,Data Science,4,Cybersecurity,Security Analyst,Advanced,Kurunegala,student_3647@student.edu,3.58,same_city,reading,skill_development,formal,English,2
S3648,Student_3648,Male,SLIIT,CS,1,Data Science,Security Analyst,Intermediate,Kandy,student_3648@student.edu,3.4,same_city,visual,networking,flexible,"English,Tamil",2
S3649,Student_3649,Female,NSBM,Cybersecurity,3,Networking,Data Scientist,Intermediate,Kurunegala,student_3649@student.edu,3.31,same_university,visual,research_guidance,casual,"English,Sinhala",3
S3650,Student_3650,Male,University of Peradeniya,CS,4,Cybersecurity,Lecturer,Beginner,Kandy,student_3650@student.edu,2.95,remote_only,visual,networking,flexible,"English,Tamil",5
S3651,Student_3651,Female,SLIIT,Data Science,3,Business IT,Software Engineer,Advanced,Gampaha,student_3651@student.edu,2.6,any,reading,skill_development,flexible,"English,Sinhala",8
S3652,Student_3652,Male,NSBM,IT,4,Business IT,Software Engineer,Advanced,Colombo,student_3652@student.edu,2.63,remote_only,visual,networking,casual,"English,Sinhala",3
S3653,Student_3653,Female,SLIIT,SE,1,Data Science,Security Analyst,Intermediate,Gampaha,student_3653@student.edu,3.54,any,kinesthetic,networking,formal,English,7
S3654,Student_3654,Female,University of Kelaniya,Data Science,1,Business IT,Software Engineer,Beginner,Colombo,student_3654@student.edu,3.95,same_university,auditory,career_guidance,structured,"English,Sinhala",4
S3655,Student_3655,Male,University of Moratuwa,IT,3,Business IT,Software Engineer,Beginner,Galle,student_3655@student.edu,3.27,same_university,auditory,career_guidance,flexible,English,7
S3656,Student_3656,Female,University of Colombo,SE,4,Networking,Security Analyst,Beginner,Colombo,student_3656@student.edu,3.4,any,visual,skill_development,formal,"English,Tamil",9
S3657,Student_3657,Female,University of Colombo,IT,1,Cybersecurity,Lecturer,Advanced,Gampaha,student_3657@student.edu,3.95,same_city,reading,networking,formal,"English,Sinhala",1
S3658,Student_3658,Male,SLIIT,Cybersecurity,2,Data Science,Data Scientist,Intermediate,Gampaha,student_3658@student.edu,3.56,same_university,reading,job_search,formal,"English,Sinhala",3
S3659,Student_3659,Male,University of Kelaniya,IT,4,Networking,Security Analyst,Advanced,Kandy,student_3659@student.edu,3.61,remote_only,kinesthetic,research_guidance,formal,"English,Tamil",5
S3660,Student_3660,Female,University of Peradeniya,CS,2,Software Engineering,Software Engineer,Advanced,Galle,student_3660@student.edu,2.64,any,reading,skill_development,structured,"English,Tamil",6
S3661,Student_3661,Male,NSBM,SE,1,AI/ML,Lecturer,Intermediate,Colombo,student_3661@student.edu,3.32,remote_only,reading,research_guidance,casual,English,3
S3662,Student_3662,Male,University of Kelaniya,Cybersecurity,4,Data Science,Data Scientist,Intermediate,Galle,student_3662@student.edu,3.06,remote_only,auditory,career_guidance,flexible,"English,Tamil",7
S3663,Student_3663,Female,University of Peradeniya,Cybersecurity,3,Cybersecurity,Lecturer,Beginner,Galle,student_3663@student.edu,3.79,same_city,visual,research_guidance,formal,"English,Tamil",4
S3664,Student_3664,Female,SLIIT,Cybersecurity,2,Business IT,Data Scientist,Intermediate,Gampaha,student_3664@student.edu,2.56,same_university,auditory,research_guidance,structured,English,3
S3665,Student_3665,Male,NSBM,SE,4,Networking,Security Analyst,Advanced,Galle,student_3665@student.edu,3.15,same_university,kinesthetic,skill_development,casual,"English,Sinhala",2
S3666,Student_3666,Female,NSBM,Cybersecurity,1,Software Engineering,Data Scientist,Advanced,Kandy,student_3666@student.edu,3.01,same_city,reading,networking,flexible,"English,Sinhala",7
S3667,Student_3667,Male,NSBM,Cybersecurity,4,AI/ML,Data Scientist,Intermediate,Gampaha,student_3667@student.edu,3.35,any,kinesthetic,career_guidance,formal,"English,Sinhala",9
S3668,Student_3668,Male,University of Peradeniya,CS,1,Networking,Data Scientist,Advanced,Kurunegala,student_3668@student.edu,3.28,remote_only,kinesthetic,career_guidance,flexible,"English,Tamil",3
S3669,Student_3669,Female,University of Kelaniya,IT,2,Data Science,Lecturer,Beginner,Colombo,student_3669@student.edu,2.64,same_city,reading,job_search,formal,English,6
S3670,Student_3670,Female,IIT Sri Lanka,CS,4,Data Science,Lecturer,Advanced,Gampaha,student_3670@student.edu,2.63,remote_only,reading,networking,structured,"English,Sinhala",4
S3671,Student_3671,Male,University of Moratuwa,Data Science,2,AI/ML,Software Engineer,Beginner,Galle,student_3671@student.edu,3.04,any,reading,skill_development,casual,English,8
S3672,Student_3672,Male,University of Moratuwa,Cybersecurity,3,Cybersecurity,Data Scientist,Beginner,Galle,student_3672@student.edu,3.41,any,visual,career_guidance,structured,English,7
S3673,Student_3673,Female,IIT Sri Lanka,CS,4,Data Science,Security Analyst,Beginner,Gampaha,student_3673@student.edu,3.15,remote_only,visual,job_search,flexible,English,7
S3674,Student_3674,Female,University of Peradeniya,Data Science,2,Software Engineering,Software Engineer,Beginner,Kurunegala,student_3674@student.edu,3.98,any,visual,career_guidance,structured,"English,Tamil",6
S3675,Student_3675,Female,IIT Sri Lanka,IT,1,Data Science,Security Analyst,Intermediate,Galle,student_3675@student.edu,3.61,remote_only,auditory,networking,formal,English,1
S3676,Student_3676,Male,IIT Sri Lanka,Data Science,3,Software Engineering,Lecturer,Advanced,Galle,student_3676@student.edu,2.66,any,kinesthetic,research_guidance,formal,"English,Tamil",1
S3677,Student_3677,Male,NSBM,Data Science,4,AI/ML,Data Scientist,Advanced,Gampaha,student_3677@student.edu,2.74,same_city,kinesthetic,career_guidance,formal,"English,Sinhala",4
S3678,Student_3678,Male,University of Colombo,Data Science,1,Business IT,Software Engineer,Advanced,Galle,student_3678@student.edu,2.71,remote_only,visual,skill_development,casual,"English,Tamil",8
S3679,Student_3679,Male,University of Peradeniya,SE,4,Business IT,Lecturer,Beginner,Galle,student_3679@student.edu,3.45,same_city,visual,career_guidance,structured,"English,Tamil",8
S3680,Student_3680,Male,University of Colombo,IT,1,Networking,Security Analyst,Advanced,Kurunegala,student_3680@student.edu,3.53,same_city,auditory,job_search,structured,English,9
S3681,Student_3681,Male,University of Kelaniya,CS,1,Networking,Security Analyst,Beginner,Colombo,student_3681@student.edu,2.77,any,kinesthetic,job_search,structured,"English,Sinhala",7
S3682,Student_3682,Male,SLIIT,Data Science,2,Cybersecurity,Data Scientist,Beginner,Gampaha,student_3682@student.edu,3.07,remote_only,kinesthetic,career_guidance,structured,English,7
S3683,Student_3683,Male,University of Moratuwa,CS,2,Networking,Software Engineer,Advanced,Gampaha,student_3683@student.edu,3.44,any,kinesthetic,networking,flexible,"English,Tamil",4
S3684,Student_3684,Female,University of Kelaniya,Cybersecurity,1,Business IT,Security Analyst,Intermediate,Galle,student_3684@student.edu,3.37,same_university,reading,skill_development,structured,English,3
S3685,Student_3685,Female,NSBM,Cybersecurity,3,Cybersecurity,Lecturer,Advanced,Colombo,student_3685@student.edu,3.31,remote_only,kinesthetic,career_guidance,flexible,"English,Tamil",1
S3686,Student_3686,Female,NSBM,Cybersecurity,4,Software Engineering,Data Scientist,Beginner,Colombo,student_3686@student.edu,3.36,remote_only,auditory,networking,formal,"English,Sinhala",2
S3687,Student_3687,Male,University of Colombo,Data Science,3,Cybersecurity,Lecturer,Intermediate,Kurunegala,student_3687@student.edu,3.14,remote_only,auditory,research_guidance,flexible,"English,Sinhala",8
S3688,Student_3688,Male,SLIIT,Data Science,1,Business IT,Software Engineer,Beginner,Galle,student_3688@student.edu,3.12,any,auditory,research_guidance,flexible,"English,Tamil",2
S3689,Student_3689,Male,University of Colombo,IT,3,Data Science,Security Analyst,Intermediate,Kandy,student_3689@student.edu,2.69,same_university,visual,job_search,casual,English,1
S3690,Student_3690,Male,IIT Sri Lanka,Data Science,1,Data Science,Data Scientist,Intermediate,Kandy,student_3690@student.edu,2.77,remote_only,visual,skill_development,structured,English,4
S3691,Student_3691,Female,University of Peradeniya,CS,4,Cybersecurity,Lecturer,Beginner,Gampaha,student_3691@student.edu,3.81,any,kinesthetic,career_guidance,formal,"English,Sinhala",2
S3692,Student_3692,Male,University of Colombo,CS,2,Networking,Data Scientist,Beginner,Galle,student_3692@student.edu,3.5,same_university,reading,career_guidance,flexible,"English,Tamil",8
S3693,Student_3693,Male,University of Colombo,Data Science,4,Software Engineering,Data Scientist,Beginner,Kandy,student_3693@student.edu,2.74,remote_only,auditory,career_guidance,casual,English,6
S3694,Student_3694,Male,SLIIT,Data Science,1,Software Engineering,Software Engineer,Intermediate,Gampaha,student_3694@student.edu,2.9,same_city,visual,career_guidance,formal,"English,Sinhala",6
S3695,Student_3695,Female,University of Moratuwa,Data Science,1,Software Engineering,Software Engineer,Advanced,Colombo,student_3695@student.edu,3.38,same_university,auditory,job_search,structured,"English,Sinhala",4
S3696,Student_3696,Male,SLIIT,Cybersecurity,4,Software Engineering,Software Engineer,Advanced,Kurunegala,student_3696@student.edu,3.37,same_university,auditory,career_guidance,formal,"English,Sinhala",4
S3697,Student_3697,Female,University of Moratuwa,SE,4,Networking,Lecturer,Intermediate,Kandy,student_3697@student.edu,3.38,same_university,kinesthetic,career_guidance,casual,"English,Tamil",6
S3698,Student_3698,Male,SLIIT,Cybersecurity,2,Business IT,Software Engineer,Intermediate,Kandy,student_3698@student.edu,2.69,any,visual,skill_development,flexible,"English,Sinhala",7
S3699,Student_3699,Female,University of Moratuwa,Data Science,3,Networking,Software Engineer,Advanced,Kurunegala,student_3699@student.edu,3.31,remote_only,auditory,career_guidance,formal,"English,Tamil",7
S3700,Student_3700,Female,SLIIT,SE,1,Cybersecurity,Security Analyst,Advanced,Colombo,student_3700@student.edu,3.41,same_city,reading,skill_development,flexible,"English,Tamil",8
S3701,Student_3701,Male,SLIIT,Cybersecurity,3,Software Engineering,Security Analyst,Advanced,Gampaha,student_3701@student.edu,2.95,any,auditory,job_search,flexible,"English,Tamil",8
S3702,Student_3702,Male,IIT Sri Lanka,IT,4,Data Science,Security Analyst,Intermediate,Kandy,student_3702@student.edu,3.0,remote_only,reading,research_guidance,casual,English,1
S3703,Student_3703,Male,IIT Sri Lanka,IT,3,Cybersecurity,Data Scientist,Advanced,Kurunegala,student_3703@student.edu,3.8,remote_only,reading,skill_development,structured,"English,Tamil",4
S3704,Student_3704,Male,University of Moratuwa,SE,2,Software Engineering,Lecturer,Beginner,Kandy,student_3704@student.edu,3.68,same_city,reading,skill_development,casual,"English,Tamil",5
S3705,Student_3705,Male,University of Peradeniya,IT,2,Networking,Security Analyst,Advanced,Colombo,student_3705@student.edu,3.01,same_university,auditory,networking,formal,"English,Sinhala",4
S3706,Student_3706,Male,University of Colombo,SE,4,Data Science,Data Scientist,Intermediate,Galle,student_3706@student.edu,3.73,remote_only,reading,research_guidance,formal,"English,Tamil",8
S3707,Student_3707,Female,University of Moratuwa,CS,2,Software Engineering,Security Analyst,Beginner,Kandy,student_3707@student.edu,2.8,same_university,auditory,research_guidance,formal,English,8
S3708,Student_3708,Male,University of Peradeniya,CS,2,Networking,Software Engineer,Beginner,Kurunegala,student_3708@student.edu,3.38,same_university,reading,research_guidance,formal,"English,Sinhala",6
S3709,Student_3709,Female,NSBM,Cybersecurity,4,Data Science,Lecturer,Advanced,Kandy,student_3709@student.edu,3.39,same_university,kinesthetic,networking,structured,English,7
S3710,Student_3710,Female,University of Kelaniya,SE,3,Data Science,Security Analyst,Intermediate,Colombo,student_3710@student.edu,3.97,any,reading,networking,flexible,English,5
S3711,Student_3711,Female,NSBM,IT,3,Software Engineering,Lecturer,Intermediate,Gampaha,student_3711@student.edu,2.63,same_city,reading,skill_development,flexible,"English,Tamil",3
S3712,Student_3712,Male,University of Peradeniya,CS,4,Business IT,Security Analyst,Intermediate,Galle,student_3712@student.edu,3.12,remote_only,kinesthetic,career_guidance,structured,English,9
