mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
ALUMNI_M3823,Alumni_3823,Female,Other,Software Engineer,AI/ML,6,"Cloud Computing,Data Analysis,Machine Learning",Colombo,,,Bronze,alumni3823@alumni.edu,https://linkedin.com/in/alumni3823,15,casual,"English,Sinhala",88.51,0.94,4.69,5.0,0.0,18.0,True
ALUMNI_M3824,Alumni_3824,Female,Other,Product Manager,Data Science,6,"Python,Cloud Computing,Java",Colombo,,,Gold,alumni3824@alumni.edu,https://linkedin.com/in/alumni3824,11,formal,"English,Sinhala",92.9,0.89,3.62,4.0,0.0,50.0,True
ALUMNI_M3825,Alumni_3825,Male,Other,Software Engineer,Business IT,6,"Java,Machine Learning,Python",Gampaha,,,Silver,alumni3825@alumni.edu,https://linkedin.com/in/alumni3825,12,formal,"English,Tamil",75.71,0.73,3.56,5.0,0.0,49.0,True
ALUMNI_M3826,Alumni_3826,Male,Other,Consultant,Business IT,6,"Data Analysis,Cloud Computing,Machine Learning",Gampaha,,,Gold,alumni3826@alumni.edu,https://linkedin.com/in/alumni3826,2,formal,English,91.43,0.74,4.6,4.0,0.0,31.0,True
ALUMNI_M3827,Alumni_3827,Male,Other,Software Engineer,Networking,6,"Data Analysis,Python,Machine Learning",Kurunegala,,,Silver,alumni3827@alumni.edu,https://linkedin.com/in/alumni3827,2,formal,"English,Sinhala,Tamil",63.13,0.92,4.24,5.0,0.0,35.0,True
ALUMNI_M3828,Alumni_3828,Female,Other,Product Manager,Networking,6,"Machine Learning,Java,Cloud Computing",Kandy,,,Silver,alumni3828@alumni.edu,https://linkedin.com/in/alumni3828,2,flexible,English,71.98,0.94,3.56,1.0,0.0,93.0,True
ALUMNI_M3829,Alumni_3829,Female,Other,Product Manager,Software Engineering,6,"Cloud Computing,Cybersecurity,Java",Kandy,,,Gold,alumni3829@alumni.edu,https://linkedin.com/in/alumni3829,9,formal,"English,Tamil",90.32,0.94,3.88,4.0,0.0,34.0,True
ALUMNI_M3830,Alumni_3830,Female,Other,Software Engineer,Networking,6,"Data Analysis,Cybersecurity,Python",Kurunegala,,,Silver,alumni3830@alumni.edu,https://linkedin.com/in/alumni3830,14,flexible,"English,Tamil",86.43,0.97,3.78,3.0,0.0,61.0,True
ALUMNI_M3831,Alumni_3831,Female,Other,Research Scientist,Data Science,6,"Python,Cloud Computing,Java",Kurunegala,,,Silver,alumni3831@alumni.edu,https://linkedin.com/in/alumni3831,12,casual,"English,Sinhala,Tamil",71.96,0.98,4.03,4.0,0.0,67.0,True
ALUMNI_M3832,Alumni_3832,Male,Other,Product Manager,AI/ML,6,"Data Analysis,Cloud Computing,Cybersecurity",Colombo,,,Gold,alumni3832@alumni.edu,https://linkedin.com/in/alumni3832,3,structured,"English,Sinhala,Tamil",73.92,0.76,4.91,5.0,0.0,23.0,True
ALUMNI_M3833,Alumni_3833,Female,Other,Product Manager,Networking,6,"Java,Cybersecurity,Cloud Computing",Kurunegala,,,Silver,alumni3833@alumni.edu,https://linkedin.com/in/alumni3833,17,casual,"English,Tamil",76.58,0.73,4.08,4.0,0.0,91.0,True
ALUMNI_M3834,Alumni_3834,Male,Other,Research Scientist,Networking,6,"Cloud Computing,Data Analysis,Machine Learning",Galle,,,Silver,alumni3834@alumni.edu,https://linkedin.com/in/alumni3834,19,formal,"English,Sinhala",69.94,0.82,3.98,1.0,0.0,59.0,True
ALUMNI_M3835,Alumni_3835,Female,Other,Data Scientist,Software Engineering,6,"Cloud Computing,Machine Learning,Java",Kandy,,,Gold,alumni3835@alumni.edu,https://linkedin.com/in/alumni3835,8,flexible,English,72.71,0.92,4.54,1.0,0.0,75.0,True
ALUMNI_M3836,Alumni_3836,Female,Other,Software Engineer,Data Science,6,"Cloud Computing,Java,Python",Colombo,,,Gold,alumni3836@alumni.edu,https://linkedin.com/in/alumni3836,20,flexible,"English,Tamil",94.77,0.87,4.91,1.0,0.0,9.0,True
ALUMNI_M3837,Alumni_3837,Male,Other,Consultant,AI/ML,6,"Python,Machine Learning,Cloud Computing",Kandy,,,Gold,alumni3837@alumni.edu,https://linkedin.com/in/alumni3837,2,flexible,"English,Tamil",62.38,0.88,4.7,1.0,0.0,20.0,True
ALUMNI_M3838,Alumni_3838,Female,Other,Software Engineer,AI/ML,6,"Cloud Computing,Data Analysis,Machine Learning",Gampaha,,,Gold,alumni3838@alumni.edu,https://linkedin.com/in/alumni3838,4,structured,English,70.89,0.9,4.12,2.0,0.0,97.0,True
ALUMNI_M3839,Alumni_3839,Male,Other,Product Manager,Data Science,6,"Java,Data Analysis,Python",Gampaha,,,Gold,alumni3839@alumni.edu,https://linkedin.com/in/alumni3839,6,casual,"English,Tamil",75.28,0.88,4.94,2.0,0.0,71.0,True
ALUMNI_M3840,Alumni_3840,Female,Other,Software Engineer,Networking,6,"Java,Cybersecurity,Python",Kandy,,,Silver,alumni3840@alumni.edu,https://linkedin.com/in/alumni3840,16,structured,"English,Sinhala",67.26,0.77,3.73,4.0,0.0,41.0,True
ALUMNI_M3841,Alumni_3841,Male,Other,Software Engineer,AI/ML,6,"Cybersecurity,Cloud Computing,Java",Colombo,,,Silver,alumni3841@alumni.edu,https://linkedin.com/in/alumni3841,13,flexible,"English,Sinhala,Tamil",93.43,0.72,4.7,2.0,0.0,68.0,True
ALUMNI_M3842,Alumni_3842,Female,Other,Data Scientist,Business IT,6,"Java,Data Analysis,Python",Kurunegala,,,Silver,alumni3842@alumni.edu,https://linkedin.com/in/alumni3842,3,formal,"English,Sinhala",93.4,0.9,3.85,3.0,0.0,9.0,True
ALUMNI_M3843,Alumni_3843,Male,Other,Data Scientist,Cybersecurity,6,"Java,Cybersecurity,Data Analysis",Kurunegala,,,Gold,alumni3843@alumni.edu,https://linkedin.com/in/alumni3843,13,flexible,"English,Sinhala,Tamil",88.96,0.91,4.5,5.0,0.0,56.0,True
ALUMNI_M3844,Alumni_3844,Female,Other,Data Scientist,Cybersecurity,6,"Cybersecurity,Cloud Computing,Machine Learning",Galle,,,Gold,alumni3844@alumni.edu,https://linkedin.com/in/alumni3844,2,structured,"English,Sinhala",91.54,0.78,4.98,2.0,0.0,79.0,True
ALUMNI_M3845,Alumni_3845,Female,Other,Product Manager,Data Science,6,"Python,Cybersecurity,Machine Learning",Gampaha,,,Silver,alumni3845@alumni.edu,https://linkedin.com/in/alumni3845,18,structured,English,66.14,0.91,4.59,2.0,0.0,73.0,True
ALUMNI_M3846,Alumni_3846,Female,Other,Software Engineer,Software Engineering,6,"Java,Python,Data Analysis",Kandy,,,Bronze,alumni3846@alumni.edu,https://linkedin.com/in/alumni3846,17,casual,"English,Tamil",79.67,0.86,3.95,2.0,0.0,51.0,True
ALUMNI_M3847,Alumni_3847,Female,Other,Product Manager,Cybersecurity,6,"Python,Data Analysis,Cybersecurity",Gampaha,,,Gold,alumni3847@alumni.edu,https://linkedin.com/in/alumni3847,12,structured,"English,Sinhala,Tamil",79.14,0.99,3.64,3.0,0.0,18.0,True
ALUMNI_M3848,Alumni_3848,Female,Other,Consultant,Cybersecurity,6,"Machine Learning,Cloud Computing,Data Analysis",Gampaha,,,Bronze,alumni3848@alumni.edu,https://linkedin.com/in/alumni3848,10,flexible,English,65.33,0.8,3.71,1.0,0.0,27.0,True
ALUMNI_M3849,Alumni_3849,Male,Other,Consultant,AI/ML,6,"Cloud Computing,Machine Learning,Cybersecurity",Galle,,,Silver,alumni3849@alumni.edu,https://linkedin.com/in/alumni3849,19,structured,"English,Tamil",69.47,0.93,3.88,2.0,0.0,93.0,True
ALUMNI_M3850,Alumni_3850,Female,Other,Product Manager,Software Engineering,6,"Java,Data Analysis,Machine Learning",Galle,,,Bronze,alumni3850@alumni.edu,https://linkedin.com/in/alumni3850,9,casual,"English,Sinhala",79.57,0.96,4.43,2.0,0.0,72.0,True
ALUMNI_M3851,Alumni_3851,Male,Other,Data Scientist,Data Science,6,"Data Analysis,Cybersecurity,Python",Kurunegala,,,Bronze,alumni3851@alumni.edu,https://linkedin.com/in/alumni3851,6,structured,"English,Sinhala,Tamil",60.3,0.74,4.03,5.0,0.0,89.0,True
ALUMNI_M3852,Alumni_3852,Male,Other,Data Scientist,Business IT,6,"Cybersecurity,Python,Machine Learning",Galle,,,Bronze,alumni3852@alumni.edu,https://linkedin.com/in/alumni3852,12,flexible,"English,Sinhala",81.58,0.76,3.74,3.0,0.0,96.0,True
ALUMNI_M3853,Alumni_3853,Male,Other,Product Manager,Business IT,6,"Machine Learning,Python,Data Analysis",Kurunegala,,,Gold,alumni3853@alumni.edu,https://linkedin.com/in/alumni3853,2,formal,English,71.77,0.73,4.56,1.0,0.0,73.0,True
ALUMNI_M3854,Alumni_3854,Male,Other,Software Engineer,Networking,6,"Machine Learning,Data Analysis,Cybersecurity",Gampaha,,,Silver,alumni3854@alumni.edu,https://linkedin.com/in/alumni3854,18,structured,English,62.73,1.0,4.44,2.0,0.0,42.0,True
ALUMNI_M3855,Alumni_3855,Male,Other,Consultant,Software Engineering,6,"Machine Learning,Cybersecurity,Data Analysis",Gampaha,,,Silver,alumni3855@alumni.edu,https://linkedin.com/in/alumni3855,3,flexible,"English,Tamil",69.34,0.85,4.5,4.0,0.0,46.0,True
ALUMNI_M3856,Alumni_3856,Male,Other,Data Scientist,Data Science,6,"Machine Learning,Data Analysis,Python",Colombo,,,Gold,alumni3856@alumni.edu,https://linkedin.com/in/alumni3856,16,formal,"English,Tamil",71.44,0.96,4.98,4.0,0.0,17.0,True
ALUMNI_M3857,Alumni_3857,Female,Other,Software Engineer,AI/ML,6,"Data Analysis,Cybersecurity,Machine Learning",Colombo,,,Silver,alumni3857@alumni.edu,https://linkedin.com/in/alumni3857,13,formal,"English,Sinhala",67.83,0.97,4.13,2.0,0.0,41.0,True
ALUMNI_M3858,Alumni_3858,Female,Other,Research Scientist,Data Science,6,"Cybersecurity,Machine Learning,Python",Kurunegala,,,Silver,alumni3858@alumni.edu,https://linkedin.com/in/alumni3858,14,structured,"English,Sinhala",69.96,0.82,3.76,1.0,0.0,69.0,True
ALUMNI_M3859,Alumni_3859,Female,Other,Data Scientist,AI/ML,6,"Machine Learning,Data Analysis,Java",Galle,,,Silver,alumni3859@alumni.edu,https://linkedin.com/in/alumni3859,18,formal,"English,Tamil",81.34,0.86,3.65,4.0,0.0,64.0,True
ALUMNI_M3860,Alumni_3860,Male,Other,Data Scientist,AI/ML,6,"Cybersecurity,Java,Cloud Computing",Kurunegala,,,Gold,alumni3860@alumni.edu,https://linkedin.com/in/alumni3860,19,formal,"English,Tamil",78.3,0.98,4.37,1.0,0.0,92.0,True
ALUMNI_M3861,Alumni_3861,Female,Other,Software Engineer,Networking,6,"Java,Cloud Computing,Cybersecurity",Colombo,,,Bronze,alumni3861@alumni.edu,https://linkedin.com/in/alumni3861,12,structured,English,60.8,0.76,4.29,3.0,0.0,76.0,True
ALUMNI_M3862,Alumni_3862,Male,Other,Consultant,Business IT,6,"Java,Cybersecurity,Cloud Computing",Kandy,,,Gold,alumni3862@alumni.edu,https://linkedin.com/in/alumni3862,15,formal,"English,Tamil",78.16,0.85,4.52,2.0,0.0,1.0,True
ALUMNI_M3863,Alumni_3863,Female,Other,Software Engineer,AI/ML,6,"Cybersecurity,Java,Machine Learning",Gampaha,,,Silver,alumni3863@alumni.edu,https://linkedin.com/in/alumni3863,4,flexible,"English,Sinhala,Tamil",88.18,0.8,4.77,3.0,0.0,9.0,True
ALUMNI_M3864,Alumni_3864,Male,Other,Data Scientist,AI/ML,6,"Java,Cybersecurity,Python",Gampaha,,,Bronze,alumni3864@alumni.edu,https://linkedin.com/in/alumni3864,16,casual,"English,Sinhala",75.24,0.88,4.81,4.0,0.0,62.0,True
ALUMNI_M3865,Alumni_3865,Female,Other,Product Manager,Cybersecurity,6,"Data Analysis,Python,Java",Kandy,,,Silver,alumni3865@alumni.edu,https://linkedin.com/in/alumni3865,4,structured,"English,Sinhala",75.0,0.99,3.52,4.0,0.0,70.0,True
ALUMNI_M3866,Alumni_3866,Female,Other,Data Scientist,Networking,6,"Machine Learning,Data Analysis,Java",Colombo,,,Bronze,alumni3866@alumni.edu,https://linkedin.com/in/alumni3866,12,structured,"English,Sinhala,Tamil",78.26,0.91,3.72,1.0,0.0,94.0,True
ALUMNI_M3867,Alumni_3867,Female,Other,Data Scientist,Networking,6,"Python,Java,Machine Learning",Kurunegala,,,Silver,alumni3867@alumni.edu,https://linkedin.com/in/alumni3867,6,flexible,English,87.76,0.92,4.15,3.0,0.0,42.0,True
ALUMNI_M3868,Alumni_3868,Male,Other,Product Manager,AI/ML,6,"Cybersecurity,Python,Machine Learning",Galle,,,Silver,alumni3868@alumni.edu,https://linkedin.com/in/alumni3868,13,flexible,"English,Sinhala",63.68,0.89,4.53,1.0,0.0,54.0,True
ALUMNI_M3869,Alumni_3869,Female,Other,Product Manager,Data Science,6,"Data Analysis,Java,Python",Kandy,,,Bronze,alumni3869@alumni.edu,https://linkedin.com/in/alumni3869,12,flexible,"English,Sinhala",64.28,0.82,3.9,5.0,0.0,83.0,True
ALUMNI_M3870,Alumni_3870,Female,Other,Consultant,Software Engineering,6,"Data Analysis,Python,Machine Learning",Galle,,,Silver,alumni3870@alumni.edu,https://linkedin.com/in/alumni3870,18,formal,"English,Sinhala",77.49,0.79,4.79,3.0,0.0,18.0,True
ALUMNI_M3871,Alumni_3871,Male,Other,Software Engineer,Business IT,6,"Data Analysis,Python,Cybersecurity",Gampaha,,,Gold,alumni3871@alumni.edu,https://linkedin.com/in/alumni3871,3,formal,"English,Sinhala,Tamil",60.27,0.88,4.92,5.0,0.0,81.0,True
ALUMNI_M3872,Alumni_3872,Male,Other,Product Manager,Networking,6,"Data Analysis,Java,Cloud Computing",Colombo,,,Bronze,alumni3872@alumni.edu,https://linkedin.com/in/alumni3872,8,structured,"English,Sinhala",73.24,0.82,3.6,1.0,0.0,20.0,True
ALUMNI_M3873,Alumni_3873,Male,Other,Consultant,Business IT,6,"Cloud Computing,Cybersecurity,Data Analysis",Colombo,,,Silver,alumni3873@alumni.edu,https://linkedin.com/in/alumni3873,8,flexible,"English,Tamil",85.72,1.0,3.89,4.0,0.0,44.0,True
ALUMNI_M3874,Alumni_3874,Male,Other,Research Scientist,Data Science,6,"Java,Python,Cloud Computing",Colombo,,,Gold,alumni3874@alumni.edu,https://linkedin.com/in/alumni3874,20,casual,"English,Tamil",70.21,0.75,3.63,4.0,0.0,51.0,True
ALUMNI_M3875,Alumni_3875,Female,Other,Software Engineer,Data Science,6,"Cybersecurity,Python,Data Analysis",Gampaha,,,Gold,alumni3875@alumni.edu,https://linkedin.com/in/alumni3875,19,casual,English,61.75,0.91,4.05,3.0,0.0,66.0,True
ALUMNI_M3876,Alumni_3876,Male,Other,Product Manager,Business IT,6,"Cloud Computing,Cybersecurity,Data Analysis",Gampaha,,,Bronze,alumni3876@alumni.edu,https://linkedin.com/in/alumni3876,17,formal,English,86.88,0.92,3.89,4.0,0.0,91.0,True
ALUMNI_M3877,Alumni_3877,Male,Other,Research Scientist,Cybersecurity,6,"Data Analysis,Cloud Computing,Machine Learning",Galle,,,Gold,alumni3877@alumni.edu,https://linkedin.com/in/alumni3877,9,structured,"English,Sinhala",94.13,0.96,4.92,1.0,0.0,100.0,True
ALUMNI_M3878,Alumni_3878,Female,Other,Software Engineer,Software Engineering,6,"Java,Machine Learning,Data Analysis",Galle,,,Silver,alumni3878@alumni.edu,https://linkedin.com/in/alumni3878,6,structured,"English,Tamil",91.93,0.94,3.58,4.0,0.0,63.0,True
ALUMNI_M3879,Alumni_3879,Male,Other,Consultant,Networking,6,"Cloud Computing,Data Analysis,Java",Kandy,,,Gold,alumni3879@alumni.edu,https://linkedin.com/in/alumni3879,20,flexible,"English,Tamil",88.94,0.73,3.88,4.0,0.0,23.0,True
ALUMNI_M3880,Alumni_3880,Male,Other,Product Manager,AI/ML,6,"Java,Python,Cybersecurity",Kurunegala,,,Silver,alumni3880@alumni.edu,https://linkedin.com/in/alumni3880,15,structured,English,85.59,0.8,4.64,5.0,0.0,65.0,True
ALUMNI_M3881,Alumni_3881,Male,Other,Product Manager,Business IT,6,"Cloud Computing,Data Analysis,Cybersecurity",Kurunegala,,,Gold,alumni3881@alumni.edu,https://linkedin.com/in/alumni3881,3,flexible,"English,Tamil",70.44,0.86,4.38,3.0,0.0,8.0,True
ALUMNI_M3882,Alumni_3882,Male,Other,Research Scientist,AI/ML,6,"Python,Data Analysis,Machine Learning",Kandy,,,Bronze,alumni3882@alumni.edu,https://linkedin.com/in/alumni3882,16,formal,"English,Sinhala,Tamil",69.39,0.88,4.01,4.0,0.0,38.0,True
ALUMNI_M3883,Alumni_3883,Female,Other,Data Scientist,Cybersecurity,6,"Cloud Computing,Java,Machine Learning",Galle,,,Silver,alumni3883@alumni.edu,https://linkedin.com/in/alumni3883,7,casual,"English,Tamil",62.76,0.74,4.92,5.0,0.0,31.0,True
ALUMNI_M3884,Alumni_3884,Male,Other,Product Manager,Data Science,6,"Java,Python,Cybersecurity",Kurunegala,,,Silver,alumni3884@alumni.edu,https://linkedin.com/in/alumni3884,16,formal,English,70.26,0.94,3.67,2.0,0.0,49.0,True
ALUMNI_M3885,Alumni_3885,Male,Other,Software Engineer,Cybersecurity,6,"Cloud Computing,Machine Learning,Cybersecurity",Galle,,,Gold,alumni3885@alumni.edu,https://linkedin.com/in/alumni3885,6,formal,"English,Tamil",64.29,0.95,4.48,3.0,0.0,21.0,True
ALUMNI_M3886,Alumni_3886,Female,Other,Consultant,Data Science,6,"Cloud Computing,Machine Learning,Data Analysis",Galle,,,Bronze,alumni3886@alumni.edu,https://linkedin.com/in/alumni3886,4,formal,"English,Tamil",88.04,0.78,4.44,3.0,0.0,21.0,True
ALUMNI_M3887,Alumni_3887,Female,Other,Consultant,Networking,6,"Machine Learning,Data Analysis,Java",Colombo,,,Gold,alumni3887@alumni.edu,https://linkedin.com/in/alumni3887,5,structured,English,88.75,0.73,4.46,5.0,0.0,35.0,True
ALUMNI_M3888,Alumni_3888,Female,Other,Software Engineer,Cybersecurity,6,"Cybersecurity,Java,Data Analysis",Kandy,,,Silver,alumni3888@alumni.edu,https://linkedin.com/in/alumni3888,5,structured,"English,Sinhala,Tamil",64.22,0.72,4.32,2.0,0.0,58.0,True
ALUMNI_M3889,Alumni_3889,Female,Other,Research Scientist,Cybersecurity,6,"Data Analysis,Java,Cloud Computing",Colombo,,,Gold,alumni3889@alumni.edu,https://linkedin.com/in/alumni3889,12,formal,"English,Tamil",64.29,0.78,4.6,5.0,0.0,25.0,True
ALUMNI_M3890,Alumni_3890,Male,Other,Software Engineer,AI/ML,6,"Python,Java,Data Analysis",Kandy,,,Silver,alumni3890@alumni.edu,https://linkedin.com/in/alumni3890,15,flexible,"English,Tamil",71.31,0.89,4.95,2.0,0.0,72.0,True
ALUMNI_M3891,Alumni_3891,Male,Other,Research Scientist,Business IT,6,"Cloud Computing,Data Analysis,Python",Gampaha,,,Gold,alumni3891@alumni.edu,https://linkedin.com/in/alumni3891,11,flexible,"English,Tamil",65.55,0.91,4.58,2.0,0.0,79.0,True
ALUMNI_M3892,Alumni_3892,Female,Other,Data Scientist,Cybersecurity,6,"Python,Cybersecurity,Machine Learning",Colombo,,,Bronze,alumni3892@alumni.edu,https://linkedin.com/in/alumni3892,14,structured,"English,Tamil",88.0,0.93,4.46,3.0,0.0,72.0,True
ALUMNI_M3893,Alumni_3893,Female,Other,Research Scientist,Business IT,6,"Machine Learning,Data Analysis,Cloud Computing",Galle,,,Bronze,alumni3893@alumni.edu,https://linkedin.com/in/alumni3893,14,formal,English,82.35,0.77,4.99,2.0,0.0,27.0,True
ALUMNI_M3894,Alumni_3894,Male,Other,Research Scientist,Business IT,6,"Python,Data Analysis,Machine Learning",Kandy,,,Gold,alumni3894@alumni.edu,https://linkedin.com/in/alumni3894,3,flexible,"English,Sinhala",90.4,0.93,4.28,3.0,0.0,90.0,True
ALUMNI_M3895,Alumni_3895,Female,Other,Product Manager,Cybersecurity,6,"Data Analysis,Cybersecurity,Java",Kandy,,,Gold,alumni3895@alumni.edu,https://linkedin.com/in/alumni3895,3,formal,English,86.9,0.94,3.58,3.0,0.0,88.0,True
ALUMNI_M3896,Alumni_3896,Female,Other,Research Scientist,Networking,6,"Machine Learning,Cybersecurity,Data Analysis",Colombo,,,Gold,alumni3896@alumni.edu,https://linkedin.com/in/alumni3896,18,flexible,English,64.83,0.71,4.0,5.0,0.0,55.0,True
ALUMNI_M3897,Alumni_3897,Male,Other,Data Scientist,Networking,6,"Machine Learning,Cloud Computing,Java",Gampaha,,,Silver,alumni3897@alumni.edu,https://linkedin.com/in/alumni3897,15,structured,English,82.12,0.72,3.75,5.0,0.0,97.0,True
ALUMNI_M3898,Alumni_3898,Female,Other,Software Engineer,Business IT,6,"Data Analysis,Cloud Computing,Python",Kurunegala,,,Silver,alumni3898@alumni.edu,https://linkedin.com/in/alumni3898,20,formal,English,94.33,0.79,3.87,2.0,0.0,96.0,True
ALUMNI_M3899,Alumni_3899,Male,Other,Product Manager,Software Engineering,6,"Cybersecurity,Python,Cloud Computing",Colombo,,,Silver,alumni3899@alumni.edu,https://linkedin.com/in/alumni3899,19,flexible,"English,Tamil",86.79,0.93,4.22,5.0,0.0,27.0,True
ALUMNI_M3900,Alumni_3900,Female,Other,Consultant,Cybersecurity,6,"Machine Learning,Python,Cloud Computing",Colombo,,,Bronze,alumni3900@alumni.edu,https://linkedin.com/in/alumni3900,18,formal,"English,Sinhala,Tamil",64.33,0.8,4.85,5.0,0.0,79.0,True
ALUMNI_M3901,Alumni_3901,Male,Other,Research Scientist,Data Science,6,"Java,Data Analysis,Cybersecurity",Gampaha,,,Bronze,alumni3901@alumni.edu,https://linkedin.com/in/alumni3901,6,structured,"English,Tamil",81.71,0.89,3.55,2.0,0.0,16.0,True
ALUMNI_M3902,Alumni_3902,Female,Other,Product Manager,AI/ML,6,"Cybersecurity,Python,Cloud Computing",Kurunegala,,,Gold,alumni3902@alumni.edu,https://linkedin.com/in/alumni3902,16,casual,"English,Tamil",67.11,0.81,4.65,4.0,0.0,36.0,True
ALUMNI_M3903,Alumni_3903,Male,Other,Consultant,Data Science,6,"Cloud Computing,Cybersecurity,Java",Gampaha,,,Bronze,alumni3903@alumni.edu,https://linkedin.com/in/alumni3903,5,formal,"English,Sinhala,Tamil",87.26,0.77,4.8,2.0,0.0,9.0,True
ALUMNI_M3904,Alumni_3904,Male,Other,Data Scientist,AI/ML,6,"Java,Cloud Computing,Python",Galle,,,Bronze,alumni3904@alumni.edu,https://linkedin.com/in/alumni3904,19,flexible,English,75.09,0.95,3.75,2.0,0.0,31.0,True
ALUMNI_M3905,Alumni_3905,Female,Other,Data Scientist,Business IT,6,"Data Analysis,Python,Cloud Computing",Colombo,,,Gold,alumni3905@alumni.edu,https://linkedin.com/in/alumni3905,7,structured,English,79.94,0.81,4.42,5.0,0.0,11.0,True
ALUMNI_M3906,Alumni_3906,Female,Other,Data Scientist,Business IT,6,"Python,Machine Learning,Cloud Computing",Gampaha,,,Silver,alumni3906@alumni.edu,https://linkedin.com/in/alumni3906,20,structured,English,60.07,0.96,4.96,1.0,0.0,59.0,True
ALUMNI_M3907,Alumni_3907,Male,Other,Data Scientist,AI/ML,6,"Data Analysis,Cloud Computing,Python",Kandy,,,Gold,alumni3907@alumni.edu,https://linkedin.com/in/alumni3907,5,casual,"English,Sinhala",75.47,0.72,4.78,4.0,0.0,65.0,True
ALUMNI_M3908,Alumni_3908,Female,Other,Consultant,Networking,6,"Data Analysis,Cybersecurity,Machine Learning",Kurunegala,,,Silver,alumni3908@alumni.edu,https://linkedin.com/in/alumni3908,7,flexible,"English,Tamil",61.75,0.76,4.38,2.0,0.0,82.0,True
ALUMNI_M3909,Alumni_3909,Female,Other,Research Scientist,Business IT,6,"Machine Learning,Python,Cybersecurity",Kandy,,,Silver,alumni3909@alumni.edu,https://linkedin.com/in/alumni3909,8,flexible,"English,Sinhala,Tamil",84.33,0.76,4.48,2.0,0.0,45.0,True
ALUMNI_M3910,Alumni_3910,Male,Other,Research Scientist,Business IT,6,"Cybersecurity,Machine Learning,Cloud Computing",Colombo,,,Bronze,alumni3910@alumni.edu,https://linkedin.com/in/alumni3910,14,casual,"English,Sinhala,Tamil",74.17,0.86,4.69,1.0,0.0,62.0,True
ALUMNI_M3911,Alumni_3911,Male,Other,Product Manager,Data Science,6,"Machine Learning,Cloud Computing,Java",Kurunegala,,,Gold,alumni3911@alumni.edu,https://linkedin.com/in/alumni3911,16,structured,"English,Sinhala,Tamil",84.91,0.91,4.84,5.0,0.0,65.0,True
ALUMNI_M3912,Alumni_3912,Male,Other,Research Scientist,AI/ML,6,"Cybersecurity,Cloud Computing,Machine Learning",Galle,,,Silver,alumni3912@alumni.edu,https://linkedin.com/in/alumni3912,10,casual,English,70.23,0.8,4.33,4.0,0.0,74.0,True
ALUMNI_M3913,Alumni_3913,Male,Other,Software Engineer,Cybersecurity,6,"Cybersecurity,Data Analysis,Java",Gampaha,,,Bronze,alumni3913@alumni.edu,https://linkedin.com/in/alumni3913,17,structured,"English,Sinhala",89.72,0.74,4.04,3.0,0.0,28.0,True
ALUMNI_M3914,Alumni_3914,Male,Other,Consultant,Business IT,6,"Machine Learning,Java,Python",Colombo,,,Silver,alumni3914@alumni.edu,https://linkedin.com/in/alumni3914,7,formal,"English,Sinhala,Tamil",65.34,0.95,3.58,3.0,0.0,26.0,True
ALUMNI_M3915,Alumni_3915,Female,Other,Research Scientist,AI/ML,6,"Machine Learning,Data Analysis,Java",Gampaha,,,Bronze,alumni3915@alumni.edu,https://linkedin.com/in/alumni3915,17,flexible,"English,Sinhala,Tamil",86.86,0.88,3.71,3.0,0.0,43.0,True
ALUMNI_M3916,Alumni_3916,Male,Other,Research Scientist,Networking,6,"Machine Learning,Java,Cybersecurity",Kurunegala,,,Silver,alumni3916@alumni.edu,https://linkedin.com/in/alumni3916,11,structured,English,88.27,0.87,4.97,5.0,0.0,8.0,True
ALUMNI_M3917,Alumni_3917,Female,Other,Consultant,Data Science,6,"Data Analysis,Java,Python",Kandy,,,Silver,alumni3917@alumni.edu,https://linkedin.com/in/alumni3917,7,formal,"English,Sinhala",90.06,0.95,4.73,2.0,0.0,1.0,True
ALUMNI_M3918,Alumni_3918,Female,Other,Data Scientist,Software Engineering,6,"Python,Machine Learning,Cybersecurity",Kandy,,,Silver,alumni3918@alumni.edu,https://linkedin.com/in/alumni3918,10,casual,"English,Sinhala,Tamil",80.26,0.76,3.95,4.0,0.0,40.0,True
ALUMNI_M3919,Alumni_3919,Female,Other,Research Scientist,Software Engineering,6,"Data Analysis,Machine Learning,Python",Kurunegala,,,Bronze,alumni3919@alumni.edu,https://linkedin.com/in/alumni3919,16,casual,"English,Tamil",91.43,0.84,3.97,1.0,0.0,12.0,True
ALUMNI_M3920,Alumni_3920,Male,Other,Consultant,AI/ML,6,"Data Analysis,Cybersecurity,Python",Colombo,,,Bronze,alumni3920@alumni.edu,https://linkedin.com/in/alumni3920,9,casual,"English,Sinhala,Tamil",85.14,0.75,4.88,1.0,0.0,56.0,True
ALUMNI_M3921,Alumni_3921,Male,Other,Data Scientist,Networking,6,"Data Analysis,Machine Learning,Python",Galle,,,Silver,alumni3921@alumni.edu,https://linkedin.com/in/alumni3921,15,structured,English,71.46,0.92,4.65,2.0,0.0,41.0,True
